Block,Address,Layer,Matrix_Position,Diagonal_Value
16476,12EuQ18zvVGNSBh6oPNqRoCfKQvSrpSAHx,1,"[92,92]",-27
16478,1BgRjNH2sxhbqqy8oWyMJApu5sT59HHDKt,1,"[94,94]",-27
16479,17TK2Kx9aT36eTzpro5wbvitmrVwgQZeEJ,1,"[95,95]",-27
16503,15mQCN1Yd9atFPZmdVQnbMk6smeLugbVrM,1,"[119,119]",27
16504,1L8vN8y88sq5C3YxkeocjvA2RqiFDi9du3,1,"[120,120]",-27
16584,1HsrUkhiKKu5yTrprBRkDLJDi5rsYLc7yb,1,"[72,72]",-27
16585,1HhGvyvbjVFMgt6D8MRGQR49TaVRaQcB2C,1,"[73,73]",-27
16586,1ByQpmhtSXopLUzMNnMXEuc5ovMNXSd1K7,1,"[74,74]",-27
16591,1oho54h9uLLEzDHk9L7vALM6gyrZuLqPJ,1,"[79,79]",27
16600,1ATzX9Eowi6s28747dtvGhCun3yDt4JzrA,1,"[88,88]",-27
16604,11f9jCPEYg54qTjPeCFS1wLHaD59shf1o,1,"[92,92]",-27
16607,1KQs4vPFnSghpq7ydFDcQKoiemsUh8cywS,1,"[95,95]",-27
16632,1AeH6AXPd7etfCHyvVxQBGh1QRC7RcMgBg,1,"[120,120]",-27
16712,1EXgweaYq4siDhwQfvsXYKr8NTSbczLco8,1,"[72,72]",-27
16714,1Ft5kMohSeX31qbm6JG4MWUSuWUuauJBz9,1,"[74,74]",-27
16728,1nnT1Yzikx9jst1j18nSjYgc5Ja26iXgd,1,"[88,88]",-27
16732,18kSgo4uXUJaYdbXgF65qvZRs4eXNdN7AL,1,"[92,92]",-27
16734,18FaU7gabKW12UXB3C9wtjG6wEHDt6LU6L,1,"[94,94]",-27
16735,19r1yimS61c1A31EsxT5NATLk7ZGrRgfch,1,"[95,95]",-27
16760,17LeThQp7fnMA3Jowe1bydkvucm1CyLFum,1,"[120,120]",-27
16840,1Ej78BXmPWLjY6oHyKNVXQ5nLNRVcC8igX,1,"[72,72]",-27
16841,1CW99CdTzp3Q899rTMwRNp8kZQF4bKEteT,1,"[73,73]",-27
16842,1P1TBNbNPEkPKFcz71AmtU5JcFY2QkVVrk,1,"[74,74]",-27
16847,1BatsmCgzYjaygMKj7zLDFQ4HHusuWhzzq,1,"[79,79]",27
16856,1G6T9ZoUFsUY7PimtgV4pQpSpNonQ6PXU1,1,"[88,88]",-27
16860,19hX5LBPP3WqhevPariHVmpog9vUqa5nzd,1,"[92,92]",-27
16863,1GjxsdA4ktShz7DgE61kaBDfpdBgumH5AB,1,"[95,95]",-27
16887,1Ny6c6hxV4AVvaFx7RGiQJDTfNxYxE5XDS,1,"[119,119]",27
16888,158q1mxp17AoUWfKQtT6YQ2Ky6odNpDmQb,1,"[120,120]",-27
16969,18hFMsLQoTM53cXTD52XpK63gk5gKrQzm5,1,"[73,73]",-27
16970,15g4LbcqbhHQBz9RhJmJn63ZKhqygBkCQv,1,"[74,74]",-27
16975,1AmXz2KZNRKVoRBq5x8osD5yVhLWeMigvG,1,"[79,79]",27
16984,1854FwRJ4AwzkjycSGA9jvN4bX4v8P4yxb,1,"[88,88]",-27
16988,1EK33rnPYhjVWfAPNCUe5ZKMP5W9uHm7T8,1,"[92,92]",-27
17015,18ezJowbZ7v1q5SWETR5T3E2FeX7xsJDAG,1,"[119,119]",27
17016,1KkNKYestdRynML9U3h78PEYz2yBuz4AJr,1,"[120,120]",-27
17098,1Gx5YN6fy9tRqKDmFBhfohwXzHuXit29qQ,1,"[74,74]",-27
17103,1HTD7EDDnY1p35BAjpfWuabAny7vF4vpt9,1,"[79,79]",27
17112,1JLtUsbis4AntfJZJzrjUSTbnKVgy6MM4m,1,"[88,88]",-27
17118,18fgsTFTVcbNXtzQiDeFnvAvsWQsz1jEMa,1,"[94,94]",-27
17144,1D8rfs8bt1QDsMQxqKaQioGHaYyVFVdUk3,1,"[120,120]",-27
17224,1oDcLkrzgXQjogMvz7TTDNtCLcyNyK2K4,1,"[72,72]",-27
17225,1GfxrTFRmBF73TBNbU9zgUxMaTiFtieG4j,1,"[73,73]",-27
17226,18ZdCwWSmVPgpL7eh45xwTHvKbqavsauxM,1,"[74,74]",-27
17231,1JmN1PpaAhm8nKcDUQqHFk9zvGWQa9TGff,1,"[79,79]",27
17240,1JyS9FbxCvctQFeq6xX3jxzMdUrPHP7hWN,1,"[88,88]",-27
17247,12pVxgAS1eWdcFLhNQmtyZNsURA7TyA1wd,1,"[95,95]",-27
17272,16AUp9qnLZ8EtL8Dme1pjJQBdVzPLekAB7,1,"[120,120]",-27
17352,17pzM1Y2Exg5uadP8upZx3d9Rf8SzF8iNf,1,"[72,72]",-27
17353,15mUdKFizhEt1vktGZbkcsH4j6C488DM7N,1,"[73,73]",-27
17354,1wC3mH7hFUjw6NGzhxtWiennZS26yvnHq,1,"[74,74]",-27
17359,1KX4RVmL3eAkctDsDpHn77ETE29YinzrLi,1,"[79,79]",27
17372,1JQasnLDg86adfi6orGwsdWxFsRVnxnVdy,1,"[92,92]",-27
17375,1F1Wc9cnnQXNT4BbSB3o1Ns8h6DDtQHicQ,1,"[95,95]",-27
17399,1MAbki4tVBkYHVgLX1PbY5nwpS4rWCWV9v,1,"[119,119]",27
17400,1NsgjbqFQ3X734gFzPqtwDbzxTecDXk3wg,1,"[120,120]",-27
17481,1AUsFtGVGNYAqND9eKVHtkJQgBaYKYNUmt,1,"[73,73]",-27
17482,158eQxSdWNGJpXmpr9CxsEfoUiY97G5QqT,1,"[74,74]",-27
17487,1Gj68dYtcCrRm8BkJJXJH9dgSj8ENoTTUV,1,"[79,79]",27
17496,1PdSEgdJvz5L4m6ECEnUDrWkp52ryGK8RN,1,"[88,88]",-27
17527,1VoGXrADm8AmCq4VVVYvYFWZAYwsvUgfA,1,"[119,119]",27
17528,1DiCJZqSYw7U5CpyhxSkjKy3oAGKhBKG7r,1,"[120,120]",-27
17608,15Qsoo1YHi8wTubK4NgA5DQedRpXfbdNCQ,1,"[72,72]",-27
17609,13TXWjpbnF7A5dhSV2VKPR9nfeWBi9bShw,1,"[73,73]",-27
17610,14ASgi4etLSKiAJTPXyo5vZXXtu4KM4zHH,1,"[74,74]",-27
17615,1PGXCaprPtn8FBNcWz8iNjsV7Nk4TVKXpx,1,"[79,79]",27
17624,13uvc4FoSFtpjKCtxUNDGK1fcGN35QroaU,1,"[88,88]",-27
17630,1NQc9EomG3ujmWQuJ5Aann1hgiEqKYMw48,1,"[94,94]",-27
17655,1JcZSTjESmga2D5Q8gnrThi8ZnmYdmvcEg,1,"[119,119]",27
17656,17n4kS3Ywzau65nsPbkVjdRBpFETfmBJ1A,1,"[120,120]",-27
17738,1A31tZLyBz2ppg2y6LQEiD5oVTqrvC8xMm,1,"[74,74]",-27
17743,1LW7erZnXcXubz4BNx5t29NRqyfyw3jY7x,1,"[79,79]",27
17752,146L5YRVCAqZYpc2DXoriUs2U89QtprgYr,1,"[88,88]",-27
17756,198LV1upFXVihZsky3n1MjFgSUiDg6vgGE,1,"[92,92]",-27
17758,1EfLVVh41XFZWm9b7Uxbv3TxfB4M5SHDRS,1,"[94,94]",-27
17759,131xafUqgYZqgypqGcT1esb15YBCp2RXfk,1,"[95,95]",-27
17783,1h81UA3goXU9xC5cd9PcZqhmhesWZPKFy,1,"[119,119]",27
17864,1PujSibuQCdTz7kiSxFX39eZjhd3pr3Rfg,1,"[72,72]",-27
17865,1FjMWs47KfC3NwKZtpXFDbCctr3rK2ixaP,1,"[73,73]",-27
17866,1EpuQxm9qUeRy82PPZe551JUhhLQwcLo4Q,1,"[74,74]",-27
17880,1N23zHwq6yRrWLzGxzYz4tSQQG8PjHqa9r,1,"[88,88]",-27
17884,12X75DrFjyC4wvdfu6VsVKxeuEmKbXkSNZ,1,"[92,92]",-27
17886,1CkvFmdH4WaY5MANFXnZeCUX8hQ7CEy1mc,1,"[94,94]",-27
17911,12EPrw5mjeaNDFLDqTLLQSTPtg5MTSmiz3,1,"[119,119]",27
17992,1FHJbARPBxgaeK14xf9hhkkWfxaknUUiRr,1,"[72,72]",-27
17994,14VuRkKtop5s3W7Ce9ssc75wiE3mcMeLUv,1,"[74,74]",-27
17999,1EHuQd4XuEyu4k2jc7LNrna8LQjk4SHCzF,1,"[79,79]",27
18014,19QixPmPZsEXJ1sCBR7t1sipDNxXnr77Gt,1,"[94,94]",-27
18015,1GPpmn4TB9At69VVjXdG7tLvWdkYzAYBPF,1,"[95,95]",-27
18120,179X7hzmLUKSrxJXCW4rKonXRaPy4e6oiA,1,"[72,72]",-27
18127,14UQgBD4Jdecfe7GSqmQ9utRPxwCjpiAen,1,"[79,79]",27
18142,14da5QuTPSfP3SGwxxVzCi99htYocLYzuf,1,"[94,94]",-27
18167,15ZRGugsseehjD7wX1RhAy35o1zcdyHpzY,1,"[119,119]",27
18168,1GyW4bJd1bLmv9TSju6tSVqWiVQvk3TyGc,1,"[120,120]",-27
18248,1KB8Qt7hfM2fJpXaRYbY1hgySk5LF9KkQe,1,"[72,72]",-27
18250,1LYeMePK2pNFLiLjVQd3vcNTZVeYJgAnyq,1,"[74,74]",-27
18268,1EvhL3VJoUDBGRnk3Jvd88kopy1k9qrvgk,1,"[92,92]",-27
18270,1KvurUGC9fa91sNkX6FaWgkCVzZvmodKau,1,"[94,94]",-27
18271,1DGsCqZz1WAdk2KnJWz6LhQDnDVyNxRU7H,1,"[95,95]",-27
18295,178iB2sQNcjH2GrYNqT6eUjVjutGaWXwid,1,"[119,119]",27
18296,18kceTkx6Eeg839bnXtdv1NSScakS4fRYX,1,"[120,120]",-27
18377,1Fg3WUX7c4xfYEAaDy9bhnmxhawFXhJMpn,1,"[73,73]",-27
18378,1LxPCwhdzxzYHSRWfbK1wSC8Ef6qNbW7s3,1,"[74,74]",-27
18383,1HgBtnwnKYzAepX4LC258rUX94B8a2JNTj,1,"[79,79]",27
18398,15LVURzK1rhcnRUsfpDkatF7tZQYN1FPSi,1,"[94,94]",-27
18506,181jxezTs2VLWjYWUHoa8z5BCufNRdfRhE,1,"[74,74]",-27
18511,1Lkt5Q7bgDyroeRMwshSQuAkbsdyvCXKbL,1,"[79,79]",27
18520,1Le1uVggweeJQG8ZyRsCwHqabsjFrD1UZu,1,"[88,88]",-27
18524,1GFsFGzwnTSK5SZ6Yk2LMx8Dg6rDUKC8VK,1,"[92,92]",-27
18526,1A4Rwyxym3Act2V5RDRSuqcqckcK2d4eoV,1,"[94,94]",-27
18527,17yboFy3LZthVJkC4UrwCr8eCny7HmqCF4,1,"[95,95]",-27
18551,18wFDHQWaK46nJd74cJEjWaFTXWfMntMa5,1,"[119,119]",27
18632,1AyezkYbzzonWWBMGf99b4s8u2TpVCuaj,1,"[72,72]",-27
18633,158s3hR4FD1KJRsX4RZs4k7gJ1Z4iSmgkR,1,"[73,73]",-27
18634,124qoyr3CVVsY1fYuoqX8pa4r889nGVFfb,1,"[74,74]",-27
18648,1V1gncxSZQCWXYS8RNXydNKTubkGJjYSk,1,"[88,88]",-27
18655,1B5Qw3rCCtFi4ZbjnRem2LM55NjHRQkK2r,1,"[95,95]",-27
18679,14yJVxEYWzZiB53jExvh3WtK5gezceWdGh,1,"[119,119]",27
18680,1KEWqm1LUhfMTt8dkqCyG3G5nj9N5CdUKz,1,"[120,120]",-27
18761,1MgDdUQ4MRjhdkdbgsu2UDGhwNuazV2x1g,1,"[73,73]",-27
18767,16WejRbhzQgq64anRVvpvp1KKaf9ZA1AmE,1,"[79,79]",27
18776,1G1dYQy4rv1K1BDPYXLkJHQMDp1ybwdkLm,1,"[88,88]",-27
18780,1Cjx2zeSr41dVqzzzW9WwaLF8C8jB3B1fm,1,"[92,92]",-27
18782,1Pz8chfBnbMVvs7xiLNGoZcirCsGF4YYwa,1,"[94,94]",-27
18807,1HWuunYgpva1M9fuuc5MSuyBCXac2LTLF1,1,"[119,119]",27
18808,1BU6eqQ4wfW4C7wkKk71gfk9VGnNyUupcb,1,"[120,120]",-27
18888,1LquAvQvcRgCKZmTxvvv4r28mLBWapEDn1,1,"[72,72]",-27
18890,18LHVnPB1AHS7PBQyo1eyN5nPZeVXaiZPG,1,"[74,74]",-27
18895,17eBaSjuB8eqqz5B5Rtp1kgVHcZf1uBmqK,1,"[79,79]",27
18904,1HpMTS5wV4pcsXwSfcFEzXgLW4cPv5iJGj,1,"[88,88]",-27
18910,1eoC82pBW7FP3wBptaz7KrogBKfrat9PV,1,"[94,94]",-27
18911,1Ejnik1frPUbHLohUkqzeWTdVBGcJzpVBX,1,"[95,95]",-27
18936,1Fd3RhZzY8eM1mUtnQNHi1Ut4W2Tozj2rQ,1,"[120,120]",-27
19016,13fagLgXR1epNZ6PwN5rkuTadEGtuGryNg,1,"[72,72]",-27
19017,1KpP7d3tdus5yLagoCvCVfBUfnfNtxFLeC,1,"[73,73]",-27
19018,16J8NLMTLc1X8tqTE3q2nPCngqtYW1orvG,1,"[74,74]",-27
19032,1A9TgxMHYkEjwnCfVDgXTPJj7X4zbQwsZx,1,"[88,88]",-27
19038,13PeMgHccKu8J5xL8Mg3VykP6qG96jYUQg,1,"[94,94]",-27
19145,1LRhjUB2aj5EmQxgSp9Qu9aYPTA3gEtwCC,1,"[73,73]",-27
19146,1ADApamECK1p2SWAGGqu1t78UACpUo1wj5,1,"[74,74]",-27
19151,18LVZCFEiJEPVwzmnGFm2LWbTw8MuQSFfy,1,"[79,79]",27
19160,1DhCikQLY93PfwMdhsHRMHm5r4DRzmW5Ed,1,"[88,88]",-27
19164,1AJkUJn8PQTHThT2HCzk6dPek4WREK3jgY,1,"[92,92]",-27
19166,1PFv9MfnCgNnecAFtt49cwcAW1To3dG9v4,1,"[94,94]",-27
19167,18CFmGYXGFwVPXicai8Jh1p8QLNohtAfc7,1,"[95,95]",-27
19192,1Q8XX8BcdeZuo5yHiWtnHEv3FGVU4ByJzc,1,"[120,120]",-27
19279,1BMoPoRzZKVGXX2NjVTASpT4mmmgmCj7EH,1,"[79,79]",27
19288,1Fr33PWD9bEzwZMRwyxyiLzYVGZaZaZrPK,1,"[88,88]",-27
19292,18vrREmz2hwkkww25BwYyssGaFCWZMMRfv,1,"[92,92]",-27
19294,1HBrvMsmNkQzgbX1vx3i9zfUzDca4efJiw,1,"[94,94]",-27
19295,1Mh6TKe8VUxcF2JehbHLUawZenDqWgfYNC,1,"[95,95]",-27
19319,1MWYSokwdSZ4ExDRLEk3jqXs9ujfZZrq9V,1,"[119,119]",27
19400,18xLVuL2rXRrgcu1VuhPXPdvELztphPXSK,1,"[72,72]",-27
19402,16tkhmJdsrPptdAUGWDDFUieURqK7s7UsR,1,"[74,74]",-27
19407,1LHN8VCEr4YjhkPk2ku9hHLznhpTogTbEH,1,"[79,79]",27
19448,1BQurBRsdgduU5Fuq38DhfiUtwEkMPuFzj,1,"[120,120]",-27
19528,1N2ADSkgJCpSSqnX8oGaH93hXngwj6MWzT,1,"[72,72]",-27
19529,1HHH83QKduxuYuEpfVSZGejQGGNkbRizX4,1,"[73,73]",-27
19530,1FrSkj2avsoon9ktktpWzHWJmedYVC94Aa,1,"[74,74]",-27
19535,1CnjivNUdun5T8iSw2mzPi1zuPGhbgFBEA,1,"[79,79]",27
19544,1Q25CEZePmijq1SCyg8VJdgKWSfPY1HFGm,1,"[88,88]",-27
19548,1FEwPTrYTKmiqNX4hse57GVJzo228j2Gjn,1,"[92,92]",-27
19551,1KhAJJMVMFKkhkPBeXV2RaNFyzAutBuiPc,1,"[95,95]",-27
19575,165BByG8RdKCLKfk457BSeCbDscmSu39cB,1,"[119,119]",27
19576,12Y4CsrsLXwmg7NN8ULLKdvZPibf6GLHSA,1,"[120,120]",-27
19656,13e4V2WyDqsPPP4ETuP9LDh5cBsjKWdGhU,1,"[72,72]",-27
19657,1mVxybvRjPTn5NZh3NVo1vsSMArmiLSKt,1,"[73,73]",-27
19658,18X3aDTEuceKBQeELp6qN7XypRucr4kLsX,1,"[74,74]",-27
19672,19Pu9pMkZTTM117tNfFsT8HaAn346DtwNb,1,"[88,88]",-27
19676,1JW9UrNXCqikcX3snCLRRQaf9Bn2qg3vgN,1,"[92,92]",-27
19678,1HuJxzi7fMjBThj2p2SpzdRnKpdzecdgYL,1,"[94,94]",-27
19679,1GjwDQBeMM19pJC4Ua8LXjezd3HLrnFPiJ,1,"[95,95]",-27
19703,14fyd97qM15hhTYPSdivRbJCJQUAiCvxWs,1,"[119,119]",27
19784,1B7XxnEGn8uhyBdjG9NcCMVi9Eb3nemwTG,1,"[72,72]",-27
19785,1PceMXEMFU7GkFMBb8oLAGbB9MpGCUBXr5,1,"[73,73]",-27
19786,12Qsse3gsUTPD5r3Gqc46bZLrC65YYF6x8,1,"[74,74]",-27
19791,13SWwfmXDgvP88TkXVBGBfLTkBvZYCPMxV,1,"[79,79]",27
19800,1HAoRZAo1Jtd1qfamakq24Q5NPxVx9exCX,1,"[88,88]",-27
19804,12iRP2r25z282yP8iCAcP2sQRNtyhNZEKo,1,"[92,92]",-27
19806,19q1ZsDTVjHYpwESvazM5EdTYDfZ6YDqrR,1,"[94,94]",-27
19807,18Dg72mFLBY6hZW4stsZJUUPC8fCMCdL4,1,"[95,95]",-27
19832,1MGCCFZ3f7t5eKETBNV4i7R3fd8sn7tYg1,1,"[120,120]",-27
19912,12Xy5Jg4DuryDJ9agdfUPeNnxJfBraPsDJ,1,"[72,72]",-27
19913,1DmtiTWGrbF32UAKYDrwsx8CG4SJemosKc,1,"[73,73]",-27
19914,1NCz2wsQU8bZgFY66E8mPre4eqANgc25p1,1,"[74,74]",-27
19919,16ftnpUCiKLyaVEzexL4KdL4hz3eWaYtBV,1,"[79,79]",27
19928,1LEPTdMpeiXqWn3SMQ6U58qk45dVEdZqGd,1,"[88,88]",-27
19932,1CzDJQTDWRTLdpeEDFMxEnA6NFfT7WDb8M,1,"[92,92]",-27
19934,156ukP6n3ZTWkvfx5uiLyRWszPcYxkesQH,1,"[94,94]",-27
19959,19EXpARSTPz3sojiC2NitpKBcFcoUPh14N,1,"[119,119]",27
19960,12tgD6W4KNBv7uD97ejfJ6AZLU1yA8s376,1,"[120,120]",-27
20040,17t5bXKQWqe7nxQXj7gpB9YpowCtSXue4n,1,"[72,72]",-27
20041,1Jt8tu7uUCYoHAR5jyunoE4y6urFRj5nk4,1,"[73,73]",-27
20047,1HoASjfJqsPvczFPmnM4T5V5n6gU6peyFs,1,"[79,79]",27
20060,12khAjojha9gCUFaZb31RLdEtyGBwvSUh3,1,"[92,92]",-27
20062,167ftSjtBzA8sSwx4WSfNU5o2rm5qafgGu,1,"[94,94]",-27
20063,1GrmsVsWHfCztPDdF6Xp27zuNCe1EcSzqL,1,"[95,95]",-27
20087,1KUduANU5P47TcoBRAKoQGVy8qt9v3bcFd,1,"[119,119]",27
20168,13ME2VJ2GMoeDqk5xZcnUaKExen5LT8vcm,1,"[72,72]",-27
20169,1EuX9p3zDcwXhPMT2omffy9xLrdnjGDiA3,1,"[73,73]",-27
20184,115VdK74c5eS8XyqfCVhWRoa6etAvb3Yrt,1,"[88,88]",-27
20216,1EfHexVdpiS1pe5B4onCA6HWvd2BeEi2i7,1,"[120,120]",-27
20297,1J1WcdJGhk14MA6Pygvv2tmvDBhGotNkSq,1,"[73,73]",-27
20298,1JbmMQgEfXJz3TG7m8FnGqLFd4r94pWKyq,1,"[74,74]",-27
20312,1PgzYxLXjAw4NfqnzBjm8ww8mZgCXRwTJd,1,"[88,88]",-27
20318,12ypKADcrECjamrxVwHb64X2Bfo98jUUA1,1,"[94,94]",-27
20319,16UmsDmDn7T1XVmDP3YaVsAGAubLJQcr2s,1,"[95,95]",-27
20444,19iygUzwhQtfH5nhBZJKpKJKbcZcxsHCcy,1,"[92,92]",-27
20446,1EAJwQ9Y89TBCHcd3en7s4JGt5qJ1SXgCL,1,"[94,94]",-27
20471,1MMGxG4D49tWDj3i75x4dEsTC9ftq66u19,1,"[119,119]",27
20472,1P9ZR1nXzq8BqKErWebEegkKo1vz7Ts8xb,1,"[120,120]",-27
20552,1MCK4xfDDUJyYz7CxosbZGiEbXgW1RqgKs,1,"[72,72]",-27
20554,14w7MNnnDd61qMHSddAFiFrtzetayAhMoA,1,"[74,74]",-27
20559,1H1xcBapfLCoD4v3nysoJY8vUoF3MXySsa,1,"[79,79]",27
20568,16iDF6ZnqXQiVYHxkDi5ubbUyuat185Yzx,1,"[88,88]",-27
20574,1AFGmix6Ceqocsd8a8MwoQWHxcbU6kNjy1,1,"[94,94]",-27
20600,1AMUwjTDNwbfbtVZ6T9nFs2RStVBw5HciM,1,"[120,120]",-27
20680,168uXR6bKhiain5aw9uiGrei3WqeFNKow7,1,"[72,72]",-27
20681,17VsvdK1S1Vez4A8d2QERf1FyfpRhFiEQY,1,"[73,73]",-27
20687,1K6X5dCodVaN74iYoZjcurqzpHx3jKt6TF,1,"[79,79]",27
20700,1Pv8Am1qsChGgdsGxgFrm5KiCWejDgXhSe,1,"[92,92]",-27
20702,1M3ZDimEoBRwTyVuRL1youG2W2VBhV9zaG,1,"[94,94]",-27
20703,1JqVKRwY1ajx5GEWZs8z86USYcmfmsHRCv,1,"[95,95]",-27
20808,1P9d5yc6BcLUVi4EGmccvgGj1Yo5U2MwBa,1,"[72,72]",-27
20810,196hBakvvdi712ruShskTnKHAhLEW7b99S,1,"[74,74]",-27
20815,1BcAAYtDrxjyMfr6SD8QekrmwXYeQ1paxj,1,"[79,79]",27
20824,18Wtg6c23BCp7jkJyv8XXDAskCzqpwjXY8,1,"[88,88]",-27
20828,1Pf6HsqTZuK7KHWf6PPxi8mwG1UomUdCjW,1,"[92,92]",-27
20856,1M8yHEo9Q4XoSQodmNb2T7yVSuQ4Y9NF1R,1,"[120,120]",-27
20936,1GXdrRX6kyaguE666Xkoqon9Yj8qi9gkoT,1,"[72,72]",-27
20952,13f3my3WQ7ZVz6YSc8N6a49SucHhFWa2GS,1,"[88,88]",-27
20956,16yUATu3SnMJUwk6GEvuSP8D2bCoLZQDzJ,1,"[92,92]",-27
20958,18U1aZQKwm86ikokLH4bovcxjPgBejALtR,1,"[94,94]",-27
20959,1KjpEnGHRNf4B9YatAKGmt5JNjjFnTzCy7,1,"[95,95]",-27
21064,1CASyqvTC4URgA8wXGgjVjvcEQvLasP5xM,1,"[72,72]",-27
21065,1AusYu4YByBJoC32bf3yuZQveV8xrzCZg6,1,"[73,73]",-27
21066,18UYCVkqYrrZZhC2DujWrUs8wkFGeC3cQ6,1,"[74,74]",-27
21071,13Ffu3Ve8wA5X1MDUAGXuaedfn14452jyM,1,"[79,79]",27
21080,1PNngm7vQgsmuWbKwdkhECj42NVvDrhPFi,1,"[88,88]",-27
